Date;Filière;Valeur (TWh);Nature
1995-01;"Nucléaire";36,909;Données Consolidées
1995-02;"Nucléaire";30,157;Données Consolidées
1995-03;"Nucléaire";32,737;Données Consolidées
1995-04;"Nucléaire";29,125;Données Consolidées
1995-05;"Nucléaire";26,749;Données Consolidées
1995-06;"Nucléaire";25,495;Données Consolidées
1995-07;"Nucléaire";26,685;Données Consolidées
1995-08;"Nucléaire";27,486;Données Consolidées
1995-09;"Nucléaire";26,508;Données Consolidées
1995-10;"Nucléaire";29,582;Données Consolidées
1995-11;"Nucléaire";32,815;Données Consolidées
1995-12;"Nucléaire";34,531;Données Consolidées
1996-01;"Nucléaire";36,782;Données Consolidées
1996-02;"Nucléaire";34,024;Données Consolidées
1996-03;"Nucléaire";34,341;Données Consolidées
1996-04;"Nucléaire";31,693;Données Consolidées
1996-05;"Nucléaire";28,81;Données Consolidées
1996-06;"Nucléaire";26,22;Données Consolidées
1996-07;"Nucléaire";28,556;Données Consolidées
1996-08;"Nucléaire";28,291;Données Consolidées
1996-09;"Nucléaire";29,29;Données Consolidées
1996-10;"Nucléaire";32,395;Données Consolidées
1996-11;"Nucléaire";33,218;Données Consolidées
1996-12;"Nucléaire";34,605;Données Consolidées
1997-01;"Nucléaire";35,313;Données Consolidées
1997-02;"Nucléaire";31,136;Données Consolidées
1997-03;"Nucléaire";32,66;Données Consolidées
1997-04;"Nucléaire";33,205;Données Consolidées
1997-05;"Nucléaire";29,722;Données Consolidées
1997-06;"Nucléaire";27,728;Données Consolidées
1997-07;"Nucléaire";28,69;Données Consolidées
1997-08;"Nucléaire";27,994;Données Consolidées
1997-09;"Nucléaire";28,908;Données Consolidées
1997-10;"Nucléaire";32,644;Données Consolidées
1997-11;"Nucléaire";33,259;Données Consolidées
1997-12;"Nucléaire";34,676;Données Consolidées
1998-01;"Nucléaire";36,954;Données Consolidées
1998-02;"Nucléaire";33,565;Données Consolidées
1998-03;"Nucléaire";34,315;Données Consolidées
1998-04;"Nucléaire";29,984;Données Consolidées
1998-05;"Nucléaire";28,369;Données Consolidées
1998-06;"Nucléaire";27,214;Données Consolidées
1998-07;"Nucléaire";27,803;Données Consolidées
1998-08;"Nucléaire";24,47;Données Consolidées
1998-09;"Nucléaire";27,45;Données Consolidées
1998-10;"Nucléaire";31,551;Données Consolidées
1998-11;"Nucléaire";32,598;Données Consolidées
1998-12;"Nucléaire";34,227;Données Consolidées
1999-01;"Nucléaire";36,266;Données Consolidées
1999-02;"Nucléaire";32,072;Données Consolidées
1999-03;"Nucléaire";32,785;Données Consolidées
1999-04;"Nucléaire";31,826;Données Consolidées
1999-05;"Nucléaire";26,807;Données Consolidées
1999-06;"Nucléaire";27,098;Données Consolidées
1999-07;"Nucléaire";29,901;Données Consolidées
1999-08;"Nucléaire";28,715;Données Consolidées
1999-09;"Nucléaire";29,687;Données Consolidées
1999-10;"Nucléaire";32,075;Données Consolidées
1999-11;"Nucléaire";32,92;Données Consolidées
1999-12;"Nucléaire";34,762;Données Consolidées
2000-01;"Nucléaire";36,298;Données Consolidées
2000-02;"Nucléaire";33,699;Données Consolidées
2000-03;"Nucléaire";35,869;Données Consolidées
2000-04;"Nucléaire";32,216;Données Consolidées
2000-05;"Nucléaire";30,667;Données Consolidées
2000-06;"Nucléaire";29,45;Données Consolidées
2000-07;"Nucléaire";31,112;Données Consolidées
2000-08;"Nucléaire";30,301;Données Consolidées
2000-09;"Nucléaire";31,039;Données Consolidées
2000-10;"Nucléaire";33,379;Données Consolidées
2000-11;"Nucléaire";34,639;Données Consolidées
2000-12;"Nucléaire";36,531;Données Consolidées
2001-01;"Nucléaire";38,723;Données Consolidées
2001-02;"Nucléaire";33,166;Données Consolidées
2001-03;"Nucléaire";33,605;Données Consolidées
2001-04;"Nucléaire";31,417;Données Consolidées
2001-05;"Nucléaire";28,757;Données Consolidées
2001-06;"Nucléaire";28,39;Données Consolidées
2001-07;"Nucléaire";31,032;Données Consolidées
2001-08;"Nucléaire";30,607;Données Consolidées
2001-09;"Nucléaire";32,756;Données Consolidées
2001-10;"Nucléaire";35,628;Données Consolidées
2001-11;"Nucléaire";37,051;Données Consolidées
2001-12;"Nucléaire";38,453;Données Consolidées
2002-01;"Nucléaire";40,003;Données Consolidées
2002-02;"Nucléaire";34,316;Données Consolidées
2002-03;"Nucléaire";35,481;Données Consolidées
2002-04;"Nucléaire";35,513;Données Consolidées
2002-05;"Nucléaire";33,522;Données Consolidées
2002-06;"Nucléaire";31,07;Données Consolidées
2002-07;"Nucléaire";32,89;Données Consolidées
2002-08;"Nucléaire";30,347;Données Consolidées
2002-09;"Nucléaire";32,104;Données Consolidées
2002-10;"Nucléaire";35,087;Données Consolidées
2002-11;"Nucléaire";36,195;Données Consolidées
2002-12;"Nucléaire";38,987;Données Consolidées
2003-01;"Nucléaire";40,335;Données Consolidées
2003-02;"Nucléaire";36,454;Données Consolidées
2003-03;"Nucléaire";35,837;Données Consolidées
2003-04;"Nucléaire";34,449;Données Consolidées
2003-05;"Nucléaire";32,444;Données Consolidées
2003-06;"Nucléaire";30,969;Données Consolidées
2003-07;"Nucléaire";33,132;Données Consolidées
2003-08;"Nucléaire";29,972;Données Consolidées
2003-09;"Nucléaire";31,437;Données Consolidées
2003-10;"Nucléaire";35,451;Données Consolidées
2003-11;"Nucléaire";37,666;Données Consolidées
2003-12;"Nucléaire";41,668;Données Consolidées
2004-01;"Nucléaire";41,764;Données Consolidées
2004-02;"Nucléaire";36,195;Données Consolidées
2004-03;"Nucléaire";36,113;Données Consolidées
2004-04;"Nucléaire";33,943;Données Consolidées
2004-05;"Nucléaire";32,039;Données Consolidées
2004-06;"Nucléaire";30,499;Données Consolidées
2004-07;"Nucléaire";32,408;Données Consolidées
2004-08;"Nucléaire";30,449;Données Consolidées
2004-09;"Nucléaire";33,064;Données Consolidées
2004-10;"Nucléaire";37,584;Données Consolidées
2004-11;"Nucléaire";39,283;Données Consolidées
2004-12;"Nucléaire";43,542;Données Consolidées
2005-01;"Nucléaire";42,475;Données Consolidées
2005-02;"Nucléaire";36,432;Données Consolidées
2005-03;"Nucléaire";36,777;Données Consolidées
2005-04;"Nucléaire";33,286;Données Consolidées
2005-05;"Nucléaire";33,345;Données Consolidées
2005-06;"Nucléaire";32,849;Données Consolidées
2005-07;"Nucléaire";32,109;Données Consolidées
2005-08;"Nucléaire";33,132;Données Consolidées
2005-09;"Nucléaire";33,41;Données Consolidées
2005-10;"Nucléaire";35,715;Données Consolidées
2005-11;"Nucléaire";38,395;Données Consolidées
2005-12;"Nucléaire";42,053;Données Consolidées
2006-01;"Nucléaire";42,768;Données Consolidées
2006-02;"Nucléaire";35,118;Données Consolidées
2006-03;"Nucléaire";35,324;Données Consolidées
2006-04;"Nucléaire";35,88;Données Consolidées
2006-05;"Nucléaire";33,949;Données Consolidées
2006-06;"Nucléaire";32,834;Données Consolidées
2006-07;"Nucléaire";32,9;Données Consolidées
2006-08;"Nucléaire";32,698;Données Consolidées
2006-09;"Nucléaire";33,831;Données Consolidées
2006-10;"Nucléaire";35,706;Données Consolidées
2006-11;"Nucléaire";37,249;Données Consolidées
2006-12;"Nucléaire";40,408;Données Consolidées
2007-01;"Nucléaire";40,872;Données Consolidées
2007-02;"Nucléaire";36,169;Données Consolidées
2007-03;"Nucléaire";36,738;Données Consolidées
2007-04;"Nucléaire";31,721;Données Consolidées
2007-05;"Nucléaire";31,803;Données Consolidées
2007-06;"Nucléaire";30,865;Données Consolidées
2007-07;"Nucléaire";31,819;Données Consolidées
2007-08;"Nucléaire";32,611;Données Consolidées
2007-09;"Nucléaire";33,301;Données Consolidées
2007-10;"Nucléaire";36,896;Données Consolidées
2007-11;"Nucléaire";35,806;Données Consolidées
2007-12;"Nucléaire";40,008;Données Consolidées
2008-01;"Nucléaire";40,922;Données Consolidées
2008-02;"Nucléaire";38,9;Données Consolidées
2008-03;"Nucléaire";37,203;Données Consolidées
2008-04;"Nucléaire";34,294;Données Consolidées
2008-05;"Nucléaire";31,972;Données Consolidées
2008-06;"Nucléaire";28,517;Données Consolidées
2008-07;"Nucléaire";31,835;Données Consolidées
2008-08;"Nucléaire";32,025;Données Consolidées
2008-09;"Nucléaire";31,239;Données Consolidées
2008-10;"Nucléaire";33,949;Données Consolidées
2008-11;"Nucléaire";36,113;Données Consolidées
2008-12;"Nucléaire";41,309;Données Consolidées
2009-01;"Nucléaire";43,093;Données Consolidées
2009-02;"Nucléaire";37,051;Données Consolidées
2009-03;"Nucléaire";35,932;Données Consolidées
2009-04;"Nucléaire";30,862;Données Consolidées
2009-05;"Nucléaire";29,883;Données Consolidées
2009-06;"Nucléaire";27,129;Données Consolidées
2009-07;"Nucléaire";28,9;Données Consolidées
2009-08;"Nucléaire";28,228;Données Consolidées
2009-09;"Nucléaire";28,68;Données Consolidées
2009-10;"Nucléaire";30,932;Données Consolidées
2009-11;"Nucléaire";31,461;Données Consolidées
2009-12;"Nucléaire";37,847;Données Consolidées
2010-01;"Nucléaire";40,313;Données Consolidées
2010-02;"Nucléaire";36,316;Données Consolidées
2010-03;"Nucléaire";35,984;Données Consolidées
2010-04;"Nucléaire";31,294;Données Consolidées
2010-05;"Nucléaire";29,372;Données Consolidées
2010-06;"Nucléaire";29,575;Données Consolidées
2010-07;"Nucléaire";31,744;Données Consolidées
2010-08;"Nucléaire";32,391;Données Consolidées
2010-09;"Nucléaire";31,657;Données Consolidées
2010-10;"Nucléaire";31,885;Données Consolidées
2010-11;"Nucléaire";35,455;Données Consolidées
2010-12;"Nucléaire";41,889;Données Consolidées
2011-01;"Nucléaire";43,853;Données Consolidées
2011-02;"Nucléaire";38,328;Données Consolidées
2011-03;"Nucléaire";37,688;Données Consolidées
2011-04;"Nucléaire";32,85;Données Consolidées
2011-05;"Nucléaire";33,07;Données Consolidées
2011-06;"Nucléaire";32,589;Données Consolidées
2011-07;"Nucléaire";33,487;Données Consolidées
2011-08;"Nucléaire";31,383;Données Consolidées
2011-09;"Nucléaire";31,477;Données Consolidées
2011-10;"Nucléaire";32,824;Données Consolidées
2011-11;"Nucléaire";33,705;Données Consolidées
2011-12;"Nucléaire";39,864;Données Consolidées
2012-01;"Nucléaire";42,811;Données Consolidées
2012-02;"Nucléaire";38,661;Données Consolidées
2012-03;"Nucléaire";37,549;Données Consolidées
2012-04;"Nucléaire";33,1;Données Consolidées
2012-05;"Nucléaire";29,058;Données Consolidées
2012-06;"Nucléaire";26,562;Données Consolidées
2012-07;"Nucléaire";28,818;Données Consolidées
2012-08;"Nucléaire";28,314;Données Consolidées
2012-09;"Nucléaire";30,13;Données Consolidées
2012-10;"Nucléaire";32,848;Données Consolidées
2012-11;"Nucléaire";37,119;Données Consolidées
2012-12;"Nucléaire";39,912;Données Consolidées
2013-01;"Nucléaire";42,406;Données Consolidées
2013-02;"Nucléaire";36,754;Données Consolidées
2013-03;"Nucléaire";36,786;Données Consolidées
2013-04;"Nucléaire";31,498;Données Consolidées
2013-05;"Nucléaire";31,172;Données Consolidées
2013-06;"Nucléaire";28,62;Données Consolidées
2013-07;"Nucléaire";30,695;Données Consolidées
2013-08;"Nucléaire";29,908;Données Consolidées
2013-09;"Nucléaire";29,759;Données Consolidées
2013-10;"Nucléaire";31,105;Données Consolidées
2013-11;"Nucléaire";34,631;Données Consolidées
2013-12;"Nucléaire";40,423;Données Consolidées
2014-01;"Nucléaire";42,697272529;Données Consolidées
2014-02;"Nucléaire";36,396235447;Données Consolidées
2014-03;"Nucléaire";35,796054646;Données Consolidées
2014-04;"Nucléaire";31,206547209;Données Consolidées
2014-05;"Nucléaire";31,710544312;Données Consolidées
2014-06;"Nucléaire";30,991109222;Données Consolidées
2014-07;"Nucléaire";33,390878366;Données Consolidées
2014-08;"Nucléaire";30,98214339;Données Consolidées
2014-09;"Nucléaire";31,938587067;Données Consolidées
2014-10;"Nucléaire";32,797760455;Données Consolidées
2014-11;"Nucléaire";36,286603252;Données Consolidées
2014-12;"Nucléaire";41,63302429;Données Consolidées
2015-01;"Nucléaire";43,791488657;Données Consolidées
2015-02;"Nucléaire";37,482320665;Données Consolidées
2015-03;"Nucléaire";36,914547292;Données Consolidées
2015-04;"Nucléaire";31,186698518;Données Consolidées
2015-05;"Nucléaire";30,328966017;Données Consolidées
2015-06;"Nucléaire";30,717391599;Données Consolidées
2015-07;"Nucléaire";33,268760518;Données Consolidées
2015-08;"Nucléaire";31,992992083;Données Consolidées
2015-09;"Nucléaire";30,632457517;Données Consolidées
2015-10;"Nucléaire";34,485949151;Données Consolidées
2015-11;"Nucléaire";35,678647455;Données Consolidées
2015-12;"Nucléaire";40,291619544;Données Consolidées
2016-01;"Nucléaire";41,588497132;Données Consolidées
2016-02;"Nucléaire";37,323009399;Données Consolidées
2016-03;"Nucléaire";37,177149961;Données Consolidées
2016-04;"Nucléaire";31,057041779;Données Consolidées
2016-05;"Nucléaire";29,4393355;Données Consolidées
2016-06;"Nucléaire";28,639486961;Données Consolidées
2016-07;"Nucléaire";28,342361051;Données Consolidées
2016-08;"Nucléaire";27,113130645;Données Consolidées
2016-09;"Nucléaire";26,478460131;Données Consolidées
2016-10;"Nucléaire";29,019544167;Données Consolidées
2016-11;"Nucléaire";31,148968325;Données Consolidées
2016-12;"Nucléaire";36,648669139;Données Consolidées
2017-01;"Nucléaire";40,491546163667;Données Consolidées
2017-02;"Nucléaire";33,689348332999;Données Consolidées
2017-03;"Nucléaire";34,272584850666;Données Consolidées
2017-04;"Nucléaire";31,752167625837;Données Consolidées
2017-05;"Nucléaire";30,136479560664;Données Consolidées
2017-06;"Nucléaire";26,881570487665;Données Consolidées
2017-07;"Nucléaire";28,158949644167;Données Consolidées
2017-08;"Nucléaire";28,585312193166;Données Consolidées
2017-09;"Nucléaire";29,345826152166;Données Consolidées
2017-10;"Nucléaire";28,053906030166;Données Consolidées
2017-11;"Nucléaire";30,334659935334;Données Consolidées
2017-12;"Nucléaire";37,382680159334;Données Consolidées
2018-01;"Nucléaire";40,792988055835;Données Consolidées
2018-02;"Nucléaire";36,409552789833;Données Consolidées
2018-03;"Nucléaire";35,678215544833;Données Consolidées
2018-04;"Nucléaire";30,592859141335;Données Consolidées
2018-05;"Nucléaire";30,581938587499;Données Consolidées
2018-06;"Nucléaire";28,624022986332;Données Consolidées
2018-07;"Nucléaire";29,958812298334;Données Consolidées
2018-08;"Nucléaire";27,294682993332;Données Consolidées
2018-09;"Nucléaire";30,098993516666;Données Consolidées
2018-10;"Nucléaire";31,613910839835;Données Consolidées
2018-11;"Nucléaire";32,658276813835;Données Consolidées
2018-12;"Nucléaire";38,890266086336;Données Consolidées
2019-01;"Nucléaire";40,157955925498;Données Consolidées
2019-02;"Nucléaire";36,089868409333;Données Consolidées
2019-03;"Nucléaire";35,497659047164;Données Consolidées
2019-04;"Nucléaire";31,756632938166;Données Consolidées
2019-05;"Nucléaire";31,668783221834;Données Consolidées
2019-06;"Nucléaire";28,560142913833;Données Consolidées
2019-07;"Nucléaire";29,194282207;Données Consolidées
2019-08;"Nucléaire";27,721121022336;Données Consolidées
2019-09;"Nucléaire";27,533421486166;Données Consolidées
2019-10;"Nucléaire";29,162874816835;Données Consolidées
2019-11;"Nucléaire";29,133620008001;Données Consolidées
2019-12;"Nucléaire";32,985749514833;Données Consolidées
2020-01;"Nucléaire";37,352402387335;Données Consolidées
2020-02;"Nucléaire";33,178534617999;Données Consolidées
2020-03;"Nucléaire";30,624812352833;Données Consolidées
2020-04;"Nucléaire";26,823503685165;Données Consolidées
2020-05;"Nucléaire";24,714613243335;Données Consolidées
2020-06;"Nucléaire";21,334927722834;Données Consolidées
2020-07;"Nucléaire";22,499430358665;Données Consolidées
2020-08;"Nucléaire";22,876502343833;Données Consolidées
2020-09;"Nucléaire";21,739624139499;Données Consolidées
2020-10;"Nucléaire";28,271624456833;Données Consolidées
2020-11;"Nucléaire";31,565610909489;Données Consolidées
2020-12;"Nucléaire";34,432370352228;Données Consolidées
2021-01;"Nucléaire";37,175143319168;Données Consolidées
2021-02;"Nucléaire";30,3371484415;Données Consolidées
2021-03;"Nucléaire";31,694793340835;Données Consolidées
2021-04;"Nucléaire";27,208831891504;Données Consolidées
2021-05;"Nucléaire";27,573972981664;Données Consolidées
2021-06;"Nucléaire";27,714204401833;Données Consolidées
2021-07;"Nucléaire";28,449016341997;Données Consolidées
2021-08;"Nucléaire";29,010562501168;Données Consolidées
2021-09;"Nucléaire";29,001127703837;Données Consolidées
2021-10;"Nucléaire";30,657033306334;Données Consolidées
2021-11;"Nucléaire";30,370324262001;Données Consolidées
2021-12;"Nucléaire";31,50228564517;Données Consolidées
2022-01;"Nucléaire";35,219864213334;Données Consolidées
2022-02;"Nucléaire";29,577611468335;Données Consolidées
2022-03;"Nucléaire";26,851697452831;Données Consolidées
2022-04;"Nucléaire";21,765642987836;Données Consolidées
2022-05;"Nucléaire";20,529498721993;Données Consolidées
2022-06;"Nucléaire";20,17482027178;Données Consolidées
2022-07;"Nucléaire";18,780955418368;Données Consolidées
2022-08;"Nucléaire";18,133046551453;Données Consolidées
2022-09;"Nucléaire";18,190495550696;Données Consolidées
2022-10;"Nucléaire";20,224827015238;Données Consolidées
2022-11;"Nucléaire";21,597263652954;Données Consolidées
2022-12;"Nucléaire";27,912368646209;Données Consolidées
2023-01;"Nucléaire";30,770802043993;Données Consolidées
2023-02;"Nucléaire";28,786862810671;Données Consolidées
2023-03;"Nucléaire";25,637451082995;Données Consolidées
2023-04;"Nucléaire";24,990759670505;Données Consolidées
2023-05;"Nucléaire";25,177700359665;Données Consolidées
2023-06;"Nucléaire";22,724848177331;Données Consolidées
2023-07;"Nucléaire";24,064828688656;Données Consolidées
2023-08;"Nucléaire";23,945608370675;Données Consolidées
2023-09;"Nucléaire";26,942037019678;Données Consolidées
2023-10;"Nucléaire";28,251279104675;Données Consolidées
2023-11;"Nucléaire";27,580344227837;Données Consolidées
2023-12;"Nucléaire";31,531482358595;Données Consolidées
2024-01;"Nucléaire";35,926897217937;Données Consolidées
2024-02;"Nucléaire";30,733478205265;Données Consolidées
2024-03;"Nucléaire";29,894501691084;Données Consolidées
2024-04;"Nucléaire";26,670103615333;Données Consolidées
2024-05;"Nucléaire";27,846070517741;Données Consolidées
2024-06;"Nucléaire";26,367284497511;Données Consolidées
2024-07;"Nucléaire";28,582331283253;Données Consolidées
2024-08;"Nucléaire";28,599474481338;Données Consolidées
2024-09;"Nucléaire";27,448496847339;Données Consolidées
2024-10;"Nucléaire";29,73600325;Données provisoires
1995-01;"Hydraulique";7,716;Données Consolidées
1995-02;"Hydraulique";7,403;Données Consolidées
1995-03;"Hydraulique";8,33;Données Consolidées
1995-04;"Hydraulique";6,564;Données Consolidées
1995-05;"Hydraulique";7,624;Données Consolidées
1995-06;"Hydraulique";7,101;Données Consolidées
1995-07;"Hydraulique";6,325;Données Consolidées
1995-08;"Hydraulique";4,538;Données Consolidées
1995-09;"Hydraulique";5,324;Données Consolidées
1995-10;"Hydraulique";4,69;Données Consolidées
1995-11;"Hydraulique";4,484;Données Consolidées
1995-12;"Hydraulique";5,691;Données Consolidées
1996-01;"Hydraulique";7,083;Données Consolidées
1996-02;"Hydraulique";6,652;Données Consolidées
1996-03;"Hydraulique";5,788;Données Consolidées
1996-04;"Hydraulique";4,849;Données Consolidées
1996-05;"Hydraulique";6,481;Données Consolidées
1996-06;"Hydraulique";6,173;Données Consolidées
1996-07;"Hydraulique";5,423;Données Consolidées
1996-08;"Hydraulique";4,398;Données Consolidées
1996-09;"Hydraulique";4,16;Données Consolidées
1996-10;"Hydraulique";4,534;Données Consolidées
1996-11;"Hydraulique";6,017;Données Consolidées
1996-12;"Hydraulique";8,375;Données Consolidées
1997-01;"Hydraulique";7,622;Données Consolidées
1997-02;"Hydraulique";5,982;Données Consolidées
1997-03;"Hydraulique";5,32;Données Consolidées
1997-04;"Hydraulique";4,461;Données Consolidées
1997-05;"Hydraulique";5,75;Données Consolidées
1997-06;"Hydraulique";5,946;Données Consolidées
1997-07;"Hydraulique";6,626;Données Consolidées
1997-08;"Hydraulique";5,045;Données Consolidées
1997-09;"Hydraulique";4,564;Données Consolidées
1997-10;"Hydraulique";4,48;Données Consolidées
1997-11;"Hydraulique";4,919;Données Consolidées
1997-12;"Hydraulique";6,512;Données Consolidées
1998-01;"Hydraulique";6,864;Données Consolidées
1998-02;"Hydraulique";5,133;Données Consolidées
1998-03;"Hydraulique";5,152;Données Consolidées
1998-04;"Hydraulique";6,204;Données Consolidées
1998-05;"Hydraulique";6,425;Données Consolidées
1998-06;"Hydraulique";6,259;Données Consolidées
1998-07;"Hydraulique";4,333;Données Consolidées
1998-08;"Hydraulique";3,404;Données Consolidées
1998-09;"Hydraulique";4,024;Données Consolidées
1998-10;"Hydraulique";6,085;Données Consolidées
1998-11;"Hydraulique";6,365;Données Consolidées
1998-12;"Hydraulique";5,547;Données Consolidées
1999-01;"Hydraulique";5,242;Données Consolidées
1999-02;"Hydraulique";6,281;Données Consolidées
1999-03;"Hydraulique";6,894;Données Consolidées
1999-04;"Hydraulique";6,589;Données Consolidées
1999-05;"Hydraulique";8,47;Données Consolidées
1999-06;"Hydraulique";7,103;Données Consolidées
1999-07;"Hydraulique";5,762;Données Consolidées
1999-08;"Hydraulique";4,966;Données Consolidées
1999-09;"Hydraulique";4,985;Données Consolidées
1999-10;"Hydraulique";6,307;Données Consolidées
1999-11;"Hydraulique";6,719;Données Consolidées
1999-12;"Hydraulique";7,376;Données Consolidées
2000-01;"Hydraulique";5,738;Données Consolidées
2000-02;"Hydraulique";5,61;Données Consolidées
2000-03;"Hydraulique";6,087;Données Consolidées
2000-04;"Hydraulique";6,201;Données Consolidées
2000-05;"Hydraulique";7,575;Données Consolidées
2000-06;"Hydraulique";6,252;Données Consolidées
2000-07;"Hydraulique";5,072;Données Consolidées
2000-08;"Hydraulique";4,702;Données Consolidées
2000-09;"Hydraulique";4,584;Données Consolidées
2000-10;"Hydraulique";5,593;Données Consolidées
2000-11;"Hydraulique";7,352;Données Consolidées
2000-12;"Hydraulique";6,827;Données Consolidées
2001-01;"Hydraulique";7,678;Données Consolidées
2001-02;"Hydraulique";6,641;Données Consolidées
2001-03;"Hydraulique";8,341;Données Consolidées
2001-04;"Hydraulique";8,642;Données Consolidées
2001-05;"Hydraulique";8,687;Données Consolidées
2001-06;"Hydraulique";7,086;Données Consolidées
2001-07;"Hydraulique";6,585;Données Consolidées
2001-08;"Hydraulique";4,884;Données Consolidées
2001-09;"Hydraulique";4,53;Données Consolidées
2001-10;"Hydraulique";4,93;Données Consolidées
2001-11;"Hydraulique";4,506;Données Consolidées
2001-12;"Hydraulique";4,8;Données Consolidées
2002-01;"Hydraulique";4,423;Données Consolidées
2002-02;"Hydraulique";4,222;Données Consolidées
2002-03;"Hydraulique";5,739;Données Consolidées
2002-04;"Hydraulique";4,293;Données Consolidées
2002-05;"Hydraulique";6,069;Données Consolidées
2002-06;"Hydraulique";6,23;Données Consolidées
2002-07;"Hydraulique";4,82;Données Consolidées
2002-08;"Hydraulique";4,775;Données Consolidées
2002-09;"Hydraulique";4,765;Données Consolidées
2002-10;"Hydraulique";5,624;Données Consolidées
2002-11;"Hydraulique";6,799;Données Consolidées
2002-12;"Hydraulique";7,694;Données Consolidées
2003-01;"Hydraulique";8,451;Données Consolidées
2003-02;"Hydraulique";7,303;Données Consolidées
2003-03;"Hydraulique";6,424;Données Consolidées
2003-04;"Hydraulique";5,001;Données Consolidées
2003-05;"Hydraulique";5,743;Données Consolidées
2003-06;"Hydraulique";5,384;Données Consolidées
2003-07;"Hydraulique";3,957;Données Consolidées
2003-08;"Hydraulique";3,699;Données Consolidées
2003-09;"Hydraulique";3,429;Données Consolidées
2003-10;"Hydraulique";4,832;Données Consolidées
2003-11;"Hydraulique";4,539;Données Consolidées
2003-12;"Hydraulique";5,565;Données Consolidées
2004-01;"Hydraulique";7,034;Données Consolidées
2004-02;"Hydraulique";6,317;Données Consolidées
2004-03;"Hydraulique";6,625;Données Consolidées
2004-04;"Hydraulique";5,546;Données Consolidées
2004-05;"Hydraulique";6,548;Données Consolidées
2004-06;"Hydraulique";6,087;Données Consolidées
2004-07;"Hydraulique";4,838;Données Consolidées
2004-08;"Hydraulique";4,273;Données Consolidées
2004-09;"Hydraulique";3,858;Données Consolidées
2004-10;"Hydraulique";4,171;Données Consolidées
2004-11;"Hydraulique";4,341;Données Consolidées
2004-12;"Hydraulique";4,733;Données Consolidées
2005-01;"Hydraulique";5,022;Données Consolidées
2005-02;"Hydraulique";5,366;Données Consolidées
2005-03;"Hydraulique";5,078;Données Consolidées
2005-04;"Hydraulique";6,012;Données Consolidées
2005-05;"Hydraulique";6,212;Données Consolidées
2005-06;"Hydraulique";4,956;Données Consolidées
2005-07;"Hydraulique";4,111;Données Consolidées
2005-08;"Hydraulique";3,633;Données Consolidées
2005-09;"Hydraulique";3,861;Données Consolidées
2005-10;"Hydraulique";3,752;Données Consolidées
2005-11;"Hydraulique";3,863;Données Consolidées
2005-12;"Hydraulique";4,313;Données Consolidées
2006-01;"Hydraulique";4,21;Données Consolidées
2006-02;"Hydraulique";4,574;Données Consolidées
2006-03;"Hydraulique";6,548;Données Consolidées
2006-04;"Hydraulique";6,968;Données Consolidées
2006-05;"Hydraulique";6,719;Données Consolidées
2006-06;"Hydraulique";5,092;Données Consolidées
2006-07;"Hydraulique";4,386;Données Consolidées
2006-08;"Hydraulique";3,954;Données Consolidées
2006-09;"Hydraulique";4,298;Données Consolidées
2006-10;"Hydraulique";4,994;Données Consolidées
2006-11;"Hydraulique";4,084;Données Consolidées
2006-12;"Hydraulique";5,16;Données Consolidées
2007-01;"Hydraulique";5,366;Données Consolidées
2007-02;"Hydraulique";5,535;Données Consolidées
2007-03;"Hydraulique";6,759;Données Consolidées
2007-04;"Hydraulique";5,331;Données Consolidées
2007-05;"Hydraulique";6,046;Données Consolidées
2007-06;"Hydraulique";7,209;Données Consolidées
2007-07;"Hydraulique";6,147;Données Consolidées
2007-08;"Hydraulique";5,077;Données Consolidées
2007-09;"Hydraulique";3,968;Données Consolidées
2007-10;"Hydraulique";3,898;Données Consolidées
2007-11;"Hydraulique";3,351;Données Consolidées
2007-12;"Hydraulique";4,591;Données Consolidées
2008-01;"Hydraulique";6,038;Données Consolidées
2008-02;"Hydraulique";4,419;Données Consolidées
2008-03;"Hydraulique";5,528;Données Consolidées
2008-04;"Hydraulique";6,986;Données Consolidées
2008-05;"Hydraulique";7,168;Données Consolidées
2008-06;"Hydraulique";8,313;Données Consolidées
2008-07;"Hydraulique";5,981;Données Consolidées
2008-08;"Hydraulique";4,248;Données Consolidées
2008-09;"Hydraulique";4,832;Données Consolidées
2008-10;"Hydraulique";3,749;Données Consolidées
2008-11;"Hydraulique";5,101;Données Consolidées
2008-12;"Hydraulique";5,633;Données Consolidées
2009-01;"Hydraulique";6,08;Données Consolidées
2009-02;"Hydraulique";5,79;Données Consolidées
2009-03;"Hydraulique";6,208;Données Consolidées
2009-04;"Hydraulique";6,593;Données Consolidées
2009-05;"Hydraulique";7,057;Données Consolidées
2009-06;"Hydraulique";6,312;Données Consolidées
2009-07;"Hydraulique";4,872;Données Consolidées
2009-08;"Hydraulique";3,867;Données Consolidées
2009-09;"Hydraulique";2,977;Données Consolidées
2009-10;"Hydraulique";3,069;Données Consolidées
2009-11;"Hydraulique";3,79;Données Consolidées
2009-12;"Hydraulique";5,269;Données Consolidées
2010-01;"Hydraulique";6,307;Données Consolidées
2010-02;"Hydraulique";5,887;Données Consolidées
2010-03;"Hydraulique";6,204;Données Consolidées
2010-04;"Hydraulique";5,684;Données Consolidées
2010-05;"Hydraulique";6,428;Données Consolidées
2010-06;"Hydraulique";7,263;Données Consolidées
2010-07;"Hydraulique";5,41;Données Consolidées
